CAS No.,Chemical Name,Species Name,Common Name,Effect,Measurement,Endpoint,Dur (Std),Conc. Type,Conc. Mean (Std),Conc. Units (Std),Pub. Year,Citation
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,4,Active ingredient,0.037,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LC50,1,Active ingredient,0.037,AI mg/L,2009,"Pridgeon,J.W., J.J. Becnel, G.G. Clark, and K.J. Linthicum. A High-Throughput Screening Method to Identify Potential Pesticides for Mosquito Control. J. Med. Entomol.46(2): 335-341, 2009. ECOREF #116328"
138261413,Imidacloprid,Plea minutissima,Water Bug,Mortality,Mortality,LC50,4,Formulation,0.0375,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,1,Active ingredient,0.038,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,LC50,4,Active ingredient,0.038,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
210880925,Clothianidin,Bombus impatiens,Bumble Bee,Mortality,Mortality,LOEL,42,Active ingredient,0.039,AI ug/g food,2014,"Scholer,J., and V. Krischik. Chronic Exposure of Imidacloprid and Clothianidin Reduce Queen Survival, Foraging, and Nectar Storing in Colonies of Bombus impatiens. PLoS One9(3): 14 p., 2014. ECOREF #168293"
138261413,Imidacloprid,Chaetopteryx villosa,Caddisfly,Mortality,Mortality,NR-ZERO,7,Formulation,0.04,AI mg/L,2017,"Englert,D., J.P. Zubrod, M. Link, S. Mertins, R. Schulz, and M. Bundschuh. Does Waterborne Exposure Explain Effects Caused by Neonicotinoid-Contaminated Plant Material in Aquatic Systems?. Environ. Sci. Technol.51(10): 5793-5802, 2017. ECOREF #175425"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,2,Active ingredient,0.04,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC50,1,Active ingredient,0.04,AI mg/L,2004,"Liu,H., E.W. Cupp, K.M. Micher, A. Guo, and N. Liu. Insecticide Resistance and Cross-Resistance in Alabama and Florida Strains of Culex quinquefaciatus. J. Med. Entomol.41(3): 408-413, 2004. ECOREF #88223"
210880925,Clothianidin,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,NOEL,4,Active ingredient,0.04,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
153719234,Thiamethoxam,Apis mellifera,Honey Bee,Mortality,Mortality,LT50,8.04,Active ingredient,0.0428,AI ug/g food,2014,"Oliveira,R.A., T.C. Roat, S.M. Carvalho, and O. Malaspina. Side-Effects of Thiamethoxam on the Brain and Midgut of the Africanized Honeybee Apis mellifera (Hymenopptera: Apidae). Environ. Toxicol.29:1-12, 2014. ECOREF #173170"
135410207,Acetamiprid,Culex pipiens ssp. pallens,Mosquito,Mortality,Mortality,LC50,1,Formulation,0.044,AI mg/L,2002,"Mo,J.C., T.C. Yang, J.A. Cheng, and X.G. Song. Lethal and Sublethal Effects of Acetamiprid on the Larvae of Culex pipiens pallens. Entomol. Sin.9(3): 45-49, 2002. ECOREF #71564"
138261413,Imidacloprid,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LC50,2,Active ingredient,0.044,AI mg/L,1997,"Song,M.Y., J.D. Stark, and J.J. Brown. Comparative Toxicity of Four Insecticides, Including Imidacloprid and Tebufenozide, to Four Aquatic Arthropods. Environ. Toxicol. Chem.16(12): 2494-2500, 1997. ECOREF #18476"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,3,Active ingredient,0.045,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,3,Active ingredient,0.045,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Aedes aegypti,Yellow Fever Mosquito,Mortality,Mortality,LC50,2,Active ingredient,0.045,AI mg/L,1997,"Song,M.Y., J.D. Stark, and J.J. Brown. Comparative Toxicity of Four Insecticides, Including Imidacloprid and Tebufenozide, to Four Aquatic Arthropods. Environ. Toxicol. Chem.16(12): 2494-2500, 1997. ECOREF #18476"
138261413,Imidacloprid,Planorbella pilsbryi,File Rams-horn,Mortality,Mortality,LC10,28,Active ingredient,0.0457,AI mg/L,2016,"Prosser,R.S., S.R. De Solla, E.A.M. Holman, R. Osborne, S.A. Robinson, A.J. Bartlett, F.J. Maisonneuve, and P.L. Gillis. Sensitivity of the Early-Life Stages of Freshwater Mollusks to Neonicotinoid and Butenolide Insecticides. Environ. Pollut.218:428-435, 2016. ECOREF #173464"
135410207,Acetamiprid,Culex pipiens ssp. pallens,Mosquito,Mortality,Mortality,LC50,3,Formulation,0.047,AI mg/L,2002,"Mo,J.C., T.C. Yang, J.A. Cheng, and X.G. Song. Lethal and Sublethal Effects of Acetamiprid on the Larvae of Culex pipiens pallens. Entomol. Sin.9(3): 45-49, 2002. ECOREF #71564"
138261413,Imidacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC10,3,Active ingredient,0.047,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
138261413,Imidacloprid,Pteronarcys dorsata,Stonefly,Mortality,Mortality,LOEL,14,Active ingredient,0.047,AI mg/L,2008,"Kreutzweiser,D.P., K.P. Good, D.T. Chartrand, T.A. Scarr, and D.G. Thompson. Toxicity of the Systemic Insecticide, Imidacloprid, to Forest Stream Insects and Microbial Communities. Bull. Environ. Contam. Toxicol.80(3): 211-214, 2008. ECOREF #101962"
138261413,Imidacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,NOEL,12,Active ingredient,0.048,AI ug/g food,2008,"Ramirez-Romero,R., N. Desneux, A. Decourtye, A. Chaffiol, and M.H. Pham-Delegue. Does Cry1Ab Protein Affect Learning Performances of the Honey Bee Apis mellifera L. (Hymenoptera, Apidae)?. Ecotoxicol. Environ. Saf.70:327-333, 2008. ECOREF #101953"
138261413,Imidacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,NOEL,7,Active ingredient,0.048,AI ug/g food,2005,"Ramirez-Romero,R., J. Chaufaux, and M.H. Pham-Delegue. Effects of Cry1Ab Protoxin, Deltamethrin and Imidacloprid on the Foraging Activity and the Learning Performances of the Honeybee Apis mellifera, a Comparative Approach. Apidologie36(4): 601-611, 2005. ECOREF #102527"
138261413,Imidacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,NOEL,7,Formulation,0.048,AI ug/g food,2010,"Han,P., C.Y. Niu, C.L. Lei, J.J. Cui, and N. Desneux. Quantification of Toxins in a Cry1Ac+CpTI Cotton Cultivar and Its Potential Effects on the Honey Bee Apis mellifera L.. Ecotoxicology19:1452-1459, 2010. ECOREF #168998"
138261413,Imidacloprid,Apis mellifera,Honey Bee,Mortality,Mortality,NOEL,7,Formulation,0.048,AI ug/g food,2012,"Han,P., C.Y. Niu, A. Biondi, and N. Desneux. Does Transgenic Cry1Ac+CpTI Cotton Pollen Affect Hypopharyngeal Gland Development and Midgut Proteolytic Enzyme Activity in the Honey Bee Apis mellifera L. (Hymenoptera, Apidae)?. Ecotoxicology21:2214-2221, 2012. ECOREF #169000"
138261413,Imidacloprid,Anopheles stephensi,Mosquito,Mortality,Mortality,LC50,3,Active ingredient,0.049,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC50,1,Active ingredient,0.049,AI mg/L,2014,"Bhan,S., L. Mohan, and C.N. Srivastava. Relative Larvicidal Potentiality of Nano-Encapsulated Temephos and Imidacloprid Against Culex quinquefasciatus. J. Asia Pac. Entomol.17(4): 787-791, 2014. ECOREF #168590"
111988499,Thiacloprid,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,LC50,4,Not coded,0.05,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
135410207,Acetamiprid,Gammarus pulex,Scud,Mortality,Mortality,LC50,4,Active ingredient,0.05,AI mg/L,2008,"Beketov,M.A., and M. Liess. Potential of 11 Pesticides to Initiate Downstream Drift of Stream Macroinvertebrates. Arch. Environ. Contam. Toxicol.55:247-253, 2008. ECOREF #109202"
153719234,Thiamethoxam,Trichogramma ostriniae,Parasitic Wasp,Mortality,Mortality,LC10,1,Active ingredient,0.05,AI mg/L,2015,"Li,W., P. Zhang, J. Zhang, W. Lin, Y. Lu, and Y. Gao. Acute and Sublethal Effects of Neonicotinoids and Pymetrozine on an Important Egg Parasitoid, Trichogramma ostriniae (Hymenoptera: Trichogrammatidae). Biocontrol Sci. Technol.25(2): 121-131, 2015. ECOREF #173149"
210880925,Clothianidin,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,LC50,4,Active ingredient,0.051,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC50,3,Active ingredient,0.052,AI mg/L,2014,"Bhan,S., L. Mohan, and C.N. Srivastava. Relative Larvicidal Potentiality of Nano-Encapsulated Temephos and Imidacloprid Against Culex quinquefasciatus. J. Asia Pac. Entomol.17(4): 787-791, 2014. ECOREF #168590"
153719234,Thiamethoxam,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,4,Active ingredient,0.052,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
153719234,Thiamethoxam,Anopheles stephensi,Mosquito,Mortality,Mortality,LC50,3,Active ingredient,0.052,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
135410207,Acetamiprid,Culex pipiens ssp. pallens,Mosquito,Mortality,Mortality,LC50,2,Formulation,0.054,AI mg/L,2002,"Mo,J.C., T.C. Yang, J.A. Cheng, and X.G. Song. Lethal and Sublethal Effects of Acetamiprid on the Larvae of Culex pipiens pallens. Entomol. Sin.9(3): 45-49, 2002. ECOREF #71564"
138261413,Imidacloprid,Hyalella sp.,Scud,Mortality,Mortality,LC50,4,Active ingredient,0.055,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Bombus terrestris,Buff Tailed Bumblebee,Mortality,Mortality,LC50,77,Formulation,0.059,AI ug/g food,2010,"Mommaerts,V., S. Reynders, J. Boulet, L. Besard, G. Sterk, and G. Smagghe. Risk Assessment for Side-Effects of Neonicotinoids Against  Bumblebees with and Without Impairing Foraging Behavior. Ecotoxicology19(1): 207-215, 2010. ECOREF #159465"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC50,2,Active ingredient,0.059,AI mg/L,2014,"Bhan,S., L. Mohan, and C.N. Srivastava. Relative Larvicidal Potentiality of Nano-Encapsulated Temephos and Imidacloprid Against Culex quinquefasciatus. J. Asia Pac. Entomol.17(4): 787-791, 2014. ECOREF #168590"
210880925,Clothianidin,Procambarus clarkii,Red Swamp Crayfish,Mortality,Mortality,LC50,4,Active ingredient,0.059,AI mg/L,2009,"Barbee,G.C., and M.J. Stout. Comparative Acute Toxicity of Neonicotinoid and Pyrethroid Insecticides to Non-Target Crayfish (Procambarus clarkii) Associated with Rice-Crayfish Crop Rotations. Pest Manag. Sci.65(11): 1250-1256, 2009. ECOREF #120043"
210880925,Clothianidin,Planorbella pilsbryi,File Rams-horn,Mortality,Mortality,LC25,28,Active ingredient,0.0601,AI mg/L,2016,"Prosser,R.S., S.R. De Solla, E.A.M. Holman, R. Osborne, S.A. Robinson, A.J. Bartlett, F.J. Maisonneuve, and P.L. Gillis. Sensitivity of the Early-Life Stages of Freshwater Mollusks to Neonicotinoid and Butenolide Insecticides. Environ. Pollut.218:428-435, 2016. ECOREF #173464"
138261413,Imidacloprid,Asellus aquaticus,Aquatic Sowbug,Mortality,Mortality,LC10,4,Formulation,0.0616,AI mg/L,2013,"Roessink,I., L.B. Merga, H.J. Zweers, and P.J. Van den Brink. The Neonicotinoid Imidacloprid Shows High Chronic Toxicity to Mayfly Nymphs. Environ. Toxicol. Chem.32(5): 1096-1100, 2013. ECOREF #166772"
138261413,Imidacloprid,Gammarus pulex,Scud,Mortality,Mortality,LC10,4,Active ingredient,0.064,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
153719234,Thiamethoxam,Anopheles stephensi,Mosquito,Mortality,Mortality,LC50,3,Active ingredient,0.064,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
138261413,Imidacloprid,Hyalella azteca,Scud,Mortality,Mortality,LC50,4,Active ingredient,0.06543,AI mg/L,2008,"Stoughton,S.J., K. Liber, J. Culp, and A. Cessna. Acute and Chronic Toxicity of Imidacloprid to the Aquatic Invertebrates Chironomus tentans and Hyalella azteca Under Constant- and Pulse-Exposure Conditions. Arch. Environ. Contam. Toxicol.54(4): 662-673, 2008. ECOREF #110523"
135410207,Acetamiprid,Americamysis bahia,Opossum Shrimp,Mortality,Mortality,LC50,4,Active ingredient,0.066,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Anopheles stephensi,Mosquito,Mortality,Mortality,LC50,3,Active ingredient,0.066,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
153719234,Thiamethoxam,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,0.1667,Active ingredient,0.067,AI ug/g food,2012,"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye. A Common Pesticide Decreases Foraging Success and Survival in Honey Bees. Science336:348-350, 2012. ECOREF #159247"
153719234,Thiamethoxam,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,0.1667,Active ingredient,0.067,AI ug/g food,2012,"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye. A Common Pesticide Decreases Foraging Success and Survival in Honey Bees. Science336:348-350, 2012. ECOREF #159247"
153719234,Thiamethoxam,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,0.1667,Active ingredient,0.067,AI ug/g food,2012,"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye. A Common Pesticide Decreases Foraging Success and Survival in Honey Bees. Science336:348-350, 2012. ECOREF #159247"
153719234,Thiamethoxam,Apis mellifera,Honey Bee,Mortality,Mortality,NR-ZERO,0.1667,Active ingredient,0.067,AI ug/g food,2012,"Henry,M., M. Beguin, F. Requier, O. Rollin, J.F. Odoux, P. Aupinel, J. Aptel, S. Tchamitchian, and A. Decourtye. A Common Pesticide Decreases Foraging Success and Survival in Honey Bees. Science336:348-350, 2012. ECOREF #159247"
138261413,Imidacloprid,Chironomus sp.,Midge,Mortality,Mortality,LC50,2,Active ingredient,0.0689,AI mg/L,1992,"U.S. Environmental Protection Agency. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)). Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:, 1992. ECOREF #344"
138261413,Imidacloprid,Gammarus fossarum,Scud,Mortality,Mortality,LC50,2,Formulation,0.07,AI mg/L,2010,"Lukancic,S., U. Zibrat, T. Mezek, A. Jerebic, T. Simcic, and A. Brancelj. A New Method for Early Assessment of Effects of Exposing Two Non-Target Crustacean Species, Asellus aquaticus and Gammarus fossarum, to Pesticides, a Laboratory Study. Toxicol. Ind. Health26(4): 217-228, 2010. ECOREF #152830"
138261413,Imidacloprid,Culex quinquefasciatus,Southern House Mosquito,Mortality,Mortality,LC90,3,Active ingredient,0.07,AI mg/L,2015,"Uragayala,S., V. Verma, E. Natarajan, P.S. Velamuri, and R. Kamaraju. Adulticidal & Larvicidal Efficacy of Three Neonicotinoids Against Insecticide Susceptible & Resistant Mosquito Strains. Indian J. Med. Res.142:64-70, 2015. ECOREF #173152"
138261413,Imidacloprid,Podisus maculiventris,Spined Soldier Bug,Mortality,Mortality,LC50,5,Active ingredient,0.07,AI mg/L,1996,"De Cock,A., P. De Clercq, L. Tirry, and D. Degheele. Toxicity of Diafenthiuron and Imidacloprid to the Predatory Bug Podisus maculiventris (Heteroptera: Pentatomidae). Environ. Entomol.25(2): 476-480, 1996. ECOREF #39981"
165252700,Dinotefuran,Trichogramma ostriniae,Parasitic Wasp,Mortality,Mortality,LC30,1,Active ingredient,0.07,AI mg/L,2015,"Li,W., P. Zhang, J. Zhang, W. Lin, Y. Lu, and Y. Gao. Acute and Sublethal Effects of Neonicotinoids and Pymetrozine on an Important Egg Parasitoid, Trichogramma ostriniae (Hymenoptera: Trichogrammatidae). Biocontrol Sci. Technol.25(2): 121-131, 2015. ECOREF #173149"
138261413,Imidacloprid,Pteronarcys dorsata,Stonefly,Mortality,Mortality,LC50,14,Active ingredient,0.0701,AI mg/L,2008,"Kreutzweiser,D.P., K.P. Good, D.T. Chartrand, T.A. Scarr, and D.G. Thompson. Toxicity of the Systemic Insecticide, Imidacloprid, to Forest Stream Insects and Microbial Communities. Bull. Environ. Contam. Toxicol.80(3): 211-214, 2008. ECOREF #101962"
138261413,Imidacloprid,Bombus impatiens,Bumble Bee,Mortality,Mortality,LOEL,42,Active ingredient,0.071,AI ug/g food,2014,"Scholer,J., and V. Krischik. Chronic Exposure of Imidacloprid and Clothianidin Reduce Queen Survival, Foraging, and Nectar Storing in Colonies of Bombus impatiens. PLoS One9(3): 14 p., 2014. ECOREF #168293"
111988499,Thiacloprid,Cloeon dipterum,Mayfly,Mortality,Mortality,LC50,3,Active ingredient,0.072,AI mg/L,2016,"Van den Brink,P.J., J.M. Van Smeden, R.S. Bekele, W. Dierick, D.M. De Gelder, M. Noteboom, and I. Roessink. Acute and Chronic Toxicity of Neonicotinoids to Nymphs of a Mayfly Species and Some Notes on Seasonal Differences. Environ. Toxicol. Chem.35(1): 128-133, 2016. ECOREF #173151"
